x,y,z,range,velocity,angle,power_abs
0.211077592,0.0545,0,0.218,65.8,14.47751219,0.019042969
0.214133683,0.040875,0,0.218,66.15,10.80692287,0.024337769
0.215322424,0.0340625,0,0.218,66.5,8.989299345,0.02734375
0.313800492,0.09196875,0,0.327,66.5,16.33482278,0.007781982
0.21629017,0.02725,0,0.218,66.85,7.180755781,0.026046753
0.316616389,0.08175,0,0.327,66.85,14.47751219,0.007232666
0.21629017,0.02725,0,0.218,0,7.180755781,0.019302368
0.211077592,0.0545,0,0.218,0.35,14.47751219,0.012023926
0.202091409,0.08175,0,0.218,0.7,22.02431284,0.013565063
0.215322424,0.0340625,0,0.218,1.05,8.989299345,0.016677856
0.21629017,0.02725,0,0.218,1.4,7.180755781,0.015258789
0.218,0,0,0.218,0.35,0,0.012817383
0.21629017,0.02725,0,0.218,0.35,7.180755781,0.008377075
0.215322424,0.0340625,0,0.218,0.7,8.989299345,0.011550903
0.21629017,0.02725,0,0.218,1.05,7.180755781,0.014892578
0.211077592,0.0545,0,0.218,65.8,14.47751219,0.01751709
0.316616389,0.08175,0,0.327,65.8,14.47751219,0.006530762
0.212720244,0.0476875,0,0.218,66.15,12.63562509,0.020645142
0.313800492,0.09196875,0,0.327,66.15,16.33482278,0.007400513
0.215322424,0.0340625,0,0.218,66.5,8.989299345,0.022598267
0.303137113,0.122625,0,0.327,66.5,22.02431284,0.007553101
0.215322424,0.0340625,0,0.218,66.85,8.989299345,0.023254395
0.214133683,0.040875,0,0.218,0,10.80692287,0.022216797
0.214133683,0.040875,0,0.218,0.35,10.80692287,0.020248413
0.215322424,0.0340625,0,0.218,0.7,8.989299345,0.018692017
0.21629017,0.02725,0,0.218,1.05,7.180755781,0.01763916
0.21629017,0.02725,0,0.218,1.4,7.180755781,0.014251709
1.33E-17,0.218,0,0.218,1.05,90,0.011291504
0.212720244,0.0476875,0,0.218,65.8,12.63562509,0.011566162
0.211077592,0.0545,0,0.218,66.15,14.47751219,0.012710571
0.211077592,0.0545,0,0.218,66.5,14.47751219,0.014556885
0.212720244,0.0476875,0,0.218,66.85,12.63562509,0.016464233
0.215322424,0.0340625,0,0.218,0,8.989299345,0.018890381
0.215322424,0.0340625,0,0.218,0.35,8.989299345,0.020126343
0.212720244,0.0476875,0,0.218,0.7,12.63562509,0.018569946
0.21629017,0.02725,0,0.218,1.05,7.180755781,0.015686035
1.33E-17,0.218,0,0.218,1.4,90,0.011138916
0.214133683,0.040875,0,0.218,66.5,10.80692287,0.006469727
0.21629017,0.02725,0,0.218,66.85,7.180755781,0.007888794
0.212720244,0.0476875,0,0.218,0,12.63562509,0.010772705
0.215322424,0.0340625,0,0.218,0.35,8.989299345,0.013442993
0.215322424,0.0340625,0,0.218,0.7,8.989299345,0.01385498
0.215322424,0.0340625,0,0.218,1.05,8.989299345,0.011383057
1.33E-17,0.218,0,0.218,1.4,90,0.007324219
0.212720244,0.0476875,0,0.218,1.05,12.63562509,0.007156372
1.07E-16,1.744,0,1.744,0.35,90,0.004119873
0.204715342,0.0749375,0,0.218,1.05,20.10550979,0.004394531
0.218,0,0,0.218,0,0,0.004318237
0.21629017,0.02725,0,0.218,0.7,7.180755781,0.009262085
0.21629017,0.02725,0,0.218,1.05,7.180755781,0.008605957
0.218,0,0,0.218,0,0,0.007019043
0.218,0,0,0.218,0.35,0,0.007705688
0.21629017,0.02725,0,0.218,1.05,7.180755781,0.009033203
1.33E-17,0.218,0,0.218,65.8,90,0.006759644
0.21629017,0.02725,0,0.218,0,7.180755781,0.005935669
0.202091409,0.08175,0,0.218,0.35,22.02431284,0.005905151
0.215322424,0.0340625,0,0.218,2.1,8.989299345,0.008590698
0.21629017,0.02725,0,0.218,2.45,7.180755781,0.006713867
0.218,0,0,0.218,0,0,0.014923096
0.218,0,0,0.218,0.35,0,0.008209229
0.21629017,0.02725,0,0.218,0,7.180755781,0.007843018
0.21629017,0.02725,0,0.218,0.35,7.180755781,0.009490967
0.21629017,0.02725,0,0.218,0.7,7.180755781,0.010375977
0.21629017,0.02725,0,0.218,1.05,7.180755781,0.009521484
0.21629017,0.02725,0,0.218,65.8,7.180755781,0.006835938
1.33E-17,0.218,0,0.218,0,90,0.010803223
1.33E-17,0.218,0,0.218,0.35,90,0.012069702
1.33E-17,0.218,0,0.218,0.7,90,0.011291504
1.33E-17,0.218,0,0.218,1.05,90,0.010101318
1.33E-17,0.218,0,0.218,1.4,90,0.010894775
0.215322424,0.0340625,0,0.218,1.75,8.989299345,0.011322021
0.214133683,0.040875,0,0.218,2.1,10.80692287,0.009719849
0.214133683,0.040875,0,0.218,2.45,10.80692287,0.007675171
0.109,0,0,0.109,0,0,0.005844116
0.218,0,0,0.218,0,0,0.016204834
0.327,0,0,0.327,0,0,0.005783081
0.218,0,0,0.218,0.35,0,0.015136719
0.327,0,0,0.327,0.35,0,0.006912231
0.214133683,0.040875,0,0.218,0,10.80692287,0.005599976
0.214133683,0.040875,0,0.218,0.35,10.80692287,0.008422852
0.211077592,0.0545,0,0.218,0.7,14.47751219,0.010040283
1.33E-17,0.218,0,0.218,66.85,90,0.010238647
1.33E-17,0.218,0,0.218,0,90,0.01499939
1.33E-17,0.218,0,0.218,0.35,90,0.018753052
1.33E-17,0.218,0,0.218,0.7,90,0.019378662
1.33E-17,0.218,0,0.218,1.05,90,0.018417358
1.33E-17,0.218,0,0.218,1.4,90,0.017120361
0.212720244,0.0476875,0,0.218,1.75,12.63562509,0.014175415
0.209200328,0.0613125,0,0.218,2.1,16.33482278,0.010467529
0.202091409,0.08175,0,0.218,2.45,22.02431284,0.00642395
0.218,0,0,0.218,0,0,0.012786865
0.214133683,0.040875,0,0.218,0.7,10.80692287,0.00958252
1.33E-17,0.218,0,0.218,66.85,90,0.013137817
1.33E-17,0.218,0,0.218,0,90,0.018844604
6.67E-18,0.109,0,0.109,0.35,90,0.008056641
1.33E-17,0.218,0,0.218,0.35,90,0.022521973
1.33E-17,0.218,0,0.218,0.7,90,0.023910522
1.33E-17,0.218,0,0.218,1.05,90,0.022857666
1.33E-17,0.218,0,0.218,1.4,90,0.019973755
0.322983635,0.05109375,0,0.327,1.4,8.989299345,0.007598877
0.215322424,0.0340625,0,0.218,1.75,8.989299345,0.015457153
0.196029614,0.095375,0,0.218,2.1,25.94447977,0.009674072
0.218,0,0,0.218,0.35,0,0.013137817
1.33E-17,0.218,0,0.218,66.5,90,0.010696411
1.33E-17,0.218,0,0.218,66.85,90,0.016357422
6.67E-18,0.109,0,0.109,0,90,0.006851196
1.33E-17,0.218,0,0.218,0,90,0.019241333
2.00E-17,0.327,0,0.327,0,90,0.005462646
6.67E-18,0.109,0,0.109,0.35,90,0.007843018
1.33E-17,0.218,0,0.218,0.35,90,0.019500732
1.33E-17,0.218,0,0.218,0.7,90,0.01991272
1.33E-17,0.218,0,0.218,1.05,90,0.021865845
0.215322424,0.0340625,0,0.218,1.4,8.989299345,0.019897461
2.00E-17,0.327,0,0.327,1.4,90,0.009170532
0.211077592,0.0545,0,0.218,1.75,14.47751219,0.014297485
0.270362712,0.1839375,0,0.327,1.75,34.22886633,0.006988525
0.218,0,0,0.218,0,0,0.012130737
0.327,0,0,0.327,0,0,0.008239746
0.218,0,0,0.218,0.35,0,0.008804321
0.327,0,0,0.327,0.35,0,0.006469727
1.33E-17,0.218,0,0.218,66.5,90,0.014205933
1.33E-17,0.218,0,0.218,66.85,90,0.017608643
1.33E-17,0.218,0,0.218,0,90,0.016845703
1.33E-17,0.218,0,0.218,0.35,90,0.010910034
1.33E-17,0.218,0,0.218,0.7,90,0.009216309
1.33E-17,0.218,0,0.218,1.05,90,0.016830444
2.00E-17,0.327,0,0.327,1.05,90,0.009063721
1.33E-17,0.218,0,0.218,1.4,90,0.019256592
2.00E-17,0.327,0,0.327,1.4,90,0.010192871
0.164490489,0.1430625,0,0.218,1.75,41.01449967,0.01449585
0.218,0,0,0.218,0,0,0.008773804
0.212720244,0.0476875,0,0.218,0,12.63562509,0.005554199
1.33E-17,0.218,0,0.218,66.15,90,0.009719849
1.33E-17,0.218,0,0.218,66.5,90,0.01348877
1.33E-17,0.218,0,0.218,66.85,90,0.014984131
1.33E-17,0.218,0,0.218,0,90,0.014221191
1.33E-17,0.218,0,0.218,0.35,90,0.008239746
0.12708554,0.177125,0,0.218,0.7,54.3409123,0.006164551
2.00E-17,0.327,0,0.327,0.7,90,0.006744385
1.33E-17,0.218,0,0.218,1.05,90,0.014373779
2.00E-17,0.327,0,0.327,1.05,90,0.010192871
1.33E-17,0.218,0,0.218,1.4,90,0.017654419
2.00E-17,0.327,0,0.327,1.4,90,0.011352539
1.33E-17,0.218,0,0.218,1.75,90,0.014450073
0.218,0,0,0.218,0,0,0.007888794
0.327,0,0,0.327,0,0,0.007354736
0.218,0,0,0.218,0.35,0,0.011352539
0.327,0,0,0.327,0.35,0,0.008758545
1.33E-17,0.218,0,0.218,65.8,90,0.00692749
2.00E-17,0.327,0,0.327,65.8,90,0.006652832
1.33E-17,0.218,0,0.218,66.15,90,0.008972168
1.33E-17,0.218,0,0.218,0,90,0.011978149
1.33E-17,0.218,0,0.218,0.35,90,0.013412476
2.00E-17,0.327,0,0.327,0.35,90,0.008956909
1.33E-17,0.218,0,0.218,0.7,90,0.014465332
2.00E-17,0.327,0,0.327,0.7,90,0.010971069
1.33E-17,0.218,0,0.218,1.05,90,0.015701294
2.00E-17,0.327,0,0.327,1.05,90,0.012161255
1.33E-17,0.218,0,0.218,1.4,90,0.015228271
2.00E-17,0.327,0,0.327,1.4,90,0.01083374
0.218,0,0,0.218,0,0,0.00894165
0.327,0,0,0.327,0,0,0.008132935
0.303137113,0.122625,0,0.327,65.8,22.02431284,0.007827759
1.33E-17,0.218,0,0.218,0.35,90,0.015396118
2.00E-17,0.327,0,0.327,0.35,90,0.010787964
1.33E-17,0.218,0,0.218,0.7,90,0.017822266
2.00E-17,0.327,0,0.327,0.7,90,0.013031006
1.33E-17,0.218,0,0.218,1.05,90,0.016433716
2.00E-17,0.327,0,0.327,1.05,90,0.012161255
1.33E-17,0.218,0,0.218,1.4,90,0.011978149
0.218,0,0,0.218,0.35,0,0.007507324
0.327,0,0,0.327,0.35,0,0.007247925
1.33E-17,0.218,0,0.218,0.35,90,0.013137817
2.00E-17,0.327,0,0.327,0.35,90,0.010360718
1.33E-17,0.218,0,0.218,0.7,90,0.01574707
2.00E-17,0.327,0,0.327,0.7,90,0.013275146
1.33E-17,0.218,0,0.218,1.05,90,0.014480591
2.00E-17,0.327,0,0.327,1.05,90,0.011871338
0.218,0,0,0.218,0,0,0.006622314
0.327,0,0,0.327,0,0,0.007217407
0.218,0,0,0.218,0.35,0,0.008148193
0.327,0,0,0.327,0.35,0,0.00831604
1.33E-17,0.218,0,0.218,0.35,90,0.009338379
2.00E-17,0.327,0,0.327,0.35,90,0.008682251
1.33E-17,0.218,0,0.218,0.7,90,0.013305664
2.00E-17,0.327,0,0.327,0.7,90,0.012619019
1.33E-17,0.218,0,0.218,1.05,90,0.013214111
2.00E-17,0.327,0,0.327,1.05,90,0.012634277
1.33E-17,0.218,0,0.218,1.4,90,0.00869751
2.00E-17,0.327,0,0.327,1.4,90,0.008605957
0.218,0,0,0.218,0,0,0.007858276
0.327,0,0,0.327,0,0,0.009811401
0.327,0,0,0.327,0.35,0,0.005187988
2.00E-17,0.327,0,0.327,66.5,90,0.008590698
1.33E-17,0.218,0,0.218,0.35,90,0.008010864
2.00E-17,0.327,0,0.327,0.35,90,0.010009766
1.33E-17,0.218,0,0.218,0.7,90,0.011825562
2.00E-17,0.327,0,0.327,0.7,90,0.013305664
1.33E-17,0.218,0,0.218,1.05,90,0.011871338
2.00E-17,0.327,0,0.327,1.05,90,0.012680054
1.33E-17,0.218,0,0.218,1.4,90,0.009338379
2.00E-17,0.327,0,0.327,1.4,90,0.009872437
0.218,0,0,0.218,0,0,0.007080078
0.327,0,0,0.327,0,0,0.009811401
1.33E-17,0.218,0,0.218,66.15,90,0.007797241
2.00E-17,0.327,0,0.327,66.15,90,0.008132935
1.33E-17,0.218,0,0.218,66.5,90,0.00958252
2.00E-17,0.327,0,0.327,66.5,90,0.010406494
1.33E-17,0.218,0,0.218,66.85,90,0.00843811
2.00E-17,0.327,0,0.327,66.85,90,0.010116577
1.33E-17,0.218,0,0.218,0,90,0.007659912
2.00E-17,0.327,0,0.327,0,90,0.009780884
1.33E-17,0.218,0,0.218,0.35,90,0.009170532
2.00E-17,0.327,0,0.327,0.35,90,0.01159668
1.33E-17,0.218,0,0.218,0.7,90,0.009887695
2.00E-17,0.327,0,0.327,0.7,90,0.012496948
1.33E-17,0.218,0,0.218,1.05,90,0.009490967
2.00E-17,0.327,0,0.327,1.05,90,0.011535645
1.33E-17,0.218,0,0.218,1.4,90,0.007339478
2.00E-17,0.327,0,0.327,1.4,90,0.008117676
0.218,0,0,0.218,0,0,0.00428772
0.327,0,0,0.327,0,0,0.004379272
0.218,0,0,0.218,0.35,0,0.007827759
0.327,0,0,0.327,0.35,0,0.010620117
2.00E-17,0.327,0,0.327,65.8,90,0.008666992
1.33E-17,0.218,0,0.218,66.15,90,0.008605957
2.00E-17,0.327,0,0.327,66.15,90,0.011032104
1.33E-17,0.218,0,0.218,66.5,90,0.010574341
2.00E-17,0.327,0,0.327,66.5,90,0.012710571
1.33E-17,0.218,0,0.218,66.85,90,0.010864258
2.00E-17,0.327,0,0.327,66.85,90,0.013168335
1.33E-17,0.218,0,0.218,0,90,0.009567261
2.00E-17,0.327,0,0.327,0,90,0.011734009
1.33E-17,0.218,0,0.218,0.35,90,0.007583618
2.00E-17,0.327,0,0.327,0.35,90,0.010116577
1.33E-17,0.218,0,0.218,0.7,90,0.00692749
2.00E-17,0.327,0,0.327,0.7,90,0.010025024
1.33E-17,0.218,0,0.218,1.05,90,0.007034302
2.00E-17,0.327,0,0.327,1.05,90,0.009735107
0.12708554,0.177125,0,0.218,1.4,54.3409123,0.005020142
2.00E-17,0.327,0,0.327,1.4,90,0.006759644
0.327,0,0,0.327,0,0,0.007278442
0.327,0,0,0.327,0.35,0,0.003936768
0.531800611,0.11921875,0,0.545,0.35,12.63562509,0.006072998
0.527693981,0.13625,0,0.545,0.7,14.47751219,0.007034302
2.00E-17,0.327,0,0.327,1.05,90,0.009124756
1.33E-17,0.218,0,0.218,65.8,90,0.007751465
2.00E-17,0.327,0,0.327,65.8,90,0.00982666
1.33E-17,0.218,0,0.218,66.15,90,0.008392334
2.00E-17,0.327,0,0.327,66.15,90,0.011489868
1.33E-17,0.218,0,0.218,66.5,90,0.010253906
2.00E-17,0.327,0,0.327,66.5,90,0.013381958
1.33E-17,0.218,0,0.218,66.85,90,0.011047363
2.00E-17,0.327,0,0.327,66.85,90,0.013717651
1.33E-17,0.218,0,0.218,0,90,0.008743286
2.00E-17,0.327,0,0.327,0,90,0.009994507
2.00E-17,0.327,0,0.327,0.7,90,0.005859375
1.33E-17,0.218,0,0.218,1.05,90,0.005905151
2.00E-17,0.327,0,0.327,1.05,90,0.009124756
1.33E-17,0.218,0,0.218,1.4,90,0.005325317
2.00E-17,0.327,0,0.327,1.4,90,0.008056641
0.327,0,0,0.327,0,0,0.008209229
0.531800611,0.11921875,0,0.545,0.7,12.63562509,0.008071899
2.00E-17,0.327,0,0.327,65.8,90,0.007492065
2.00E-17,0.327,0,0.327,66.15,90,0.007720947
1.33E-17,0.218,0,0.218,66.5,90,0.007369995
2.00E-17,0.327,0,0.327,66.5,90,0.0105896
1.33E-17,0.218,0,0.218,66.85,90,0.01008606
2.00E-17,0.327,0,0.327,66.85,90,0.012283325
1.33E-17,0.218,0,0.218,0,90,0.00869751
2.00E-17,0.327,0,0.327,0,90,0.009857178
2.00E-17,0.327,0,0.327,0.7,90,0.006164551
1.33E-17,0.218,0,0.218,1.05,90,0.005844116
2.00E-17,0.327,0,0.327,1.05,90,0.009170532
1.33E-17,0.218,0,0.218,1.4,90,0.006088257
2.00E-17,0.327,0,0.327,1.4,90,0.009231567
2.00E-17,0.327,0,0.327,1.75,90,0.007415771
0.218,0,0,0.218,0,0,0.005935669
0.327,0,0,0.327,0,0,0.006546021
1.635,0,0,1.635,0,0,0.002563477
2.00E-17,0.327,0,0.327,66.5,90,0.006317139
1.33E-17,0.218,0,0.218,66.85,90,0.009979248
2.00E-17,0.327,0,0.327,66.85,90,0.011245728
1.33E-17,0.218,0,0.218,0,90,0.010986328
2.00E-17,0.327,0,0.327,0,90,0.012161255
1.33E-17,0.218,0,0.218,0.35,90,0.008666992
2.00E-17,0.327,0,0.327,0.35,90,0.010467529
2.00E-17,0.327,0,0.327,0.7,90,0.008758545
2.00E-17,0.327,0,0.327,1.05,90,0.008163452
2.00E-17,0.327,0,0.327,1.4,90,0.007965088
0.218,0,0,0.218,0,0,0.009994507
0.327,0,0,0.327,0,0,0.00769043
1.33E-17,0.218,0,0.218,66.85,90,0.011230469
2.00E-17,0.327,0,0.327,66.85,90,0.011276245
1.33E-17,0.218,0,0.218,0,90,0.012680054
2.00E-17,0.327,0,0.327,0,90,0.013397217
1.33E-17,0.218,0,0.218,0.35,90,0.010955811
2.00E-17,0.327,0,0.327,0.35,90,0.012481689
1.33E-17,0.218,0,0.218,0.7,90,0.006256104
2.00E-17,0.327,0,0.327,0.7,90,0.008682251
1.33E-17,0.218,0,0.218,1.75,90,0.008087158
1.33E-17,0.218,0,0.218,2.1,90,0.007949829
2.00E-17,0.327,0,0.327,0,90,0.004440308
1.33E-17,0.218,0,0.218,66.85,90,0.011032104
2.00E-17,0.327,0,0.327,66.85,90,0.010925293
1.33E-17,0.218,0,0.218,0,90,0.012527466
2.00E-17,0.327,0,0.327,0,90,0.011978149
1.33E-17,0.218,0,0.218,0.35,90,0.011962891
2.00E-17,0.327,0,0.327,0.35,90,0.010986328
1.33E-17,0.218,0,0.218,0.7,90,0.00881958
2.00E-17,0.327,0,0.327,0.7,90,0.007202148
1.33E-17,0.218,0,0.218,1.4,90,0.007125854
1.33E-17,0.218,0,0.218,1.75,90,0.009765625
1.33E-17,0.218,0,0.218,2.1,90,0.010421753
2.00E-17,0.327,0,0.327,2.1,90,0.008209229
1.33E-17,0.218,0,0.218,2.45,90,0.008224487
2.00E-17,0.327,0,0.327,2.45,90,0.007080078
1.33E-17,0.218,0,0.218,66.85,90,0.009399414
1.33E-17,0.218,0,0.218,0,90,0.010864258
2.00E-17,0.327,0,0.327,0,90,0.009292603
1.33E-17,0.218,0,0.218,0.35,90,0.010116577
2.00E-17,0.327,0,0.327,0.35,90,0.007781982
1.33E-17,0.218,0,0.218,0.7,90,0.009368896
1.33E-17,0.218,0,0.218,1.05,90,0.009506226
1.33E-17,0.218,0,0.218,1.4,90,0.010223389
1.33E-17,0.218,0,0.218,1.75,90,0.010726929
1.33E-17,0.218,0,0.218,2.1,90,0.009719849
1.33E-17,0.218,0,0.218,2.45,90,0.007141113
0.218,0,0,0.218,0.35,0,0.008605957
1.33E-17,0.218,0,0.218,0,90,0.00831604
2.00E-17,0.327,0,0.327,0,90,0.006607056
1.33E-17,0.218,0,0.218,1.05,90,0.008956909
1.33E-17,0.218,0,0.218,1.4,90,0.011749268
1.33E-17,0.218,0,0.218,1.75,90,0.011978149
1.33E-17,0.218,0,0.218,2.1,90,0.009963989
0.175413607,0.1294375,0,0.218,1.05,36.42357364,0.007095337
1.33E-17,0.218,0,0.218,1.4,90,0.011779785
1.33E-17,0.218,0,0.218,1.75,90,0.012023926
0.218,0,0,0.218,0,0,0.009613037
0.218,0,0,0.218,0.35,0,0.01234436
0.327,0,0,0.327,0.35,0,0.006881714
0.212720244,0.0476875,0,0.218,1.05,12.63562509,0.010375977
0.21629017,0.02725,0,0.218,1.4,7.180755781,0.012512207
0.218,0,0,0.218,0,0,0.012268066
0.327,0,0,0.327,0,0,0.008132935
1.33E-17,0.218,0,0.218,65.8,90,0.009628296
1.33E-17,0.218,0,0.218,66.15,90,0.009750366
0.215322424,0.0340625,0,0.218,0.35,8.989299345,0.00869751
0.214133683,0.040875,0,0.218,0.7,10.80692287,0.012573242
0.288849197,0.15328125,0,0.327,0.7,27.95318688,0.009033203
0.214133683,0.040875,0,0.218,1.05,10.80692287,0.015365601
0.310623107,0.1021875,0,0.327,1.05,18.20995686,0.010528564
0.215322424,0.0340625,0,0.218,1.4,8.989299345,0.014175415
0.319080366,0.07153125,0,0.327,1.4,12.63562509,0.008514404
0.218,0,0,0.218,0.35,0,0.013122559
0.327,0,0,0.327,0.35,0,0.008392334
0.207082072,0.068125,0,0.218,65.8,18.20995686,0.009368896
0.21629017,0.02725,0,0.218,0.35,7.180755781,0.011291504
0.214133683,0.040875,0,0.218,0.7,10.80692287,0.015396118
0.298800164,0.13284375,0,0.327,0.7,23.96948232,0.010360718
0.21629017,0.02725,0,0.218,1.05,7.180755781,0.01763916
0.310623107,0.1021875,0,0.327,1.05,18.20995686,0.011291504
0.21629017,0.02725,0,0.218,1.4,7.180755781,0.016265869
0.316616389,0.08175,0,0.327,1.4,14.47751219,0.010055542
0.215322424,0.0340625,0,0.218,1.75,8.989299345,0.012283325
